num,ene2015,feb2015,mar2015,abr2015,may2015,jun2015,jul2015,ago2015,sep2015,oct2015,nov2015,dic2015,ene2016,feb2016,mar2016,abr2016,may2016,jun2016,jul2016,ago2016,sep2016,oct2016,nov2016,dic2016,ene2017,feb2017,mar2017,abr2017,may2017,jun2017,jul2017,ago2017,sep2017,oct2017,nov2017,dic2017,ene2018,feb2018,mar2018,abr2018,may2018,jun2018,jul2018,ago2018,sep2018,oct2018,nov2018,dic2018,ene2019,feb2019,mar2019,abr2019,may2019,jun2019,jul2019,ago2019,sep2019,oct2019,nov2019,dic2019,region,ordendelitos,Delitos
1,0.8569898232458489,0.8569898232458489,0.571326548830566,0.8569898232458489,0.8569898232458489,0.9998214604534904,0.8569898232458489,0.571326548830566,0.571326548830566,0.7141581860382075,0.7141581860382075,0.7141581860382075,0.5618332619336897,0.702291577417112,0.702291577417112,0.5618332619336897,0.8427498929005345,0.5618332619336897,1.685499785801069,0.702291577417112,0.9832082083839567,0.42137494645026724,0.5618332619336897,0.42137494645026724,0.8293272221131811,0.41466361105659055,1.1057696294842414,0.8293272221131811,0.5528848147421207,0.6911060184276508,0.8293272221131811,0.0,0.41466361105659055,0.27644240737106035,0.5528848147421207,0.0,0.6805082035263935,0.5444065628211148,0.4083049221158361,0.6805082035263935,0.5444065628211148,1.0888131256422295,0.5444065628211148,0.4083049221158361,1.2249147663475084,0.5444065628211148,1.0888131256422295,0.8166098442316722,1.2067756429767669,0.8045170953178445,0.8045170953178445,1.474948008082715,1.0726894604237929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,1,Homicidio doloso
1,0.0,0.0,0.1428316372076415,0.0,0.1428316372076415,0.0,0.0,0.1428316372076415,0.0,0.0,0.0,0.0,0.0,0.0,0.1404583154834224,0.0,0.0,0.0,0.1404583154834224,0.0,0.0,0.0,0.0,0.0,0.13822120368553018,0.0,0.13822120368553018,0.13822120368553018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361016407052787,0.0,0.1361016407052787,0.0,0.0,0.0,0.0,0.0,0.0,0.1361016407052787,0.1361016407052787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,2,Feminicidio
1,0.7141581860382075,0.42849491162292447,0.571326548830566,0.571326548830566,0.1428316372076415,0.0,0.285663274415283,0.1428316372076415,0.1428316372076415,0.1428316372076415,0.285663274415283,0.42849491162292447,0.42137494645026724,0.2809166309668448,0.702291577417112,0.0,0.5618332619336897,0.42137494645026724,0.0,0.0,0.1404583154834224,0.2809166309668448,0.702291577417112,0.42137494645026724,0.41466361105659055,0.27644240737106035,0.5528848147421207,0.9675484257987111,0.27644240737106035,0.6911060184276508,0.13822120368553018,0.8293272221131811,0.6911060184276508,0.5528848147421207,0.41466361105659055,0.9675484257987111,0.5444065628211148,0.6805082035263935,0.5444065628211148,0.5444065628211148,0.6805082035263935,0.1361016407052787,0.6805082035263935,0.4083049221158361,0.5444065628211148,0.1361016407052787,0.2722032814105574,1.2249147663475084,0.2681723651059482,0.0,0.2681723651059482,0.5363447302118964,1.0726894604237929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,3,Homicidio culposo
1,0.0,0.1428316372076415,0.0,0.0,0.0,0.0,0.1428316372076415,0.0,0.0,0.0,0.285663274415283,0.0,0.1404583154834224,0.1404583154834224,0.0,0.0,0.1404583154834224,0.42137494645026724,0.0,0.1404583154834224,0.1404583154834224,0.5618332619336897,0.2809166309668448,0.0,0.0,0.13822120368553018,0.0,0.0,0.27644240737106035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361016407052787,0.1361016407052787,0.1361016407052787,0.0,0.1361016407052787,0.0,0.2722032814105574,0.2722032814105574,0.0,0.1361016407052787,0.0,0.1361016407052787,0.1340861825529741,0.2681723651059482,0.40225854765892227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,4,Secuestro
1,0.1428316372076415,0.285663274415283,0.0,0.1428316372076415,0.285663274415283,0.42849491162292447,0.1428316372076415,0.285663274415283,0.285663274415283,0.285663274415283,0.0,0.571326548830566,0.0,0.1404583154834224,0.42137494645026724,0.42137494645026724,0.1404583154834224,0.2809166309668448,0.42137494645026724,0.2809166309668448,0.5618332619336897,0.8427498929005345,0.8427498929005345,1.2641248393508018,0.8293272221131811,0.6911060184276508,0.27644240737106035,0.27644240737106035,0.41466361105659055,0.13822120368553018,0.41466361105659055,0.27644240737106035,0.6911060184276508,0.13822120368553018,0.8293272221131811,0.6911060184276508,1.361016407052787,0.5444065628211148,0.9527114849369509,0.9527114849369509,0.6805082035263935,0.5444065628211148,0.4083049221158361,0.6805082035263935,0.9527114849369509,0.8166098442316722,0.4083049221158361,0.2722032814105574,0.5363447302118964,1.2067756429767669,1.3408618255297409,1.2067756429767669,0.8045170953178445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,5,Extorsión
1,9.712551330119622,8.141403320835565,8.141403320835565,8.71272986966613,9.56971969291198,10.712372790573111,7.998571683627923,8.998393144081414,8.71272986966613,9.141224781289056,8.56989823245849,9.141224781289056,6.4610825122374305,5.758790934820318,6.882457458687698,5.196957672886629,6.039707565787164,2.6687079941850254,4.6351244109529395,5.758790934820318,8.287040613521922,6.601540827720854,7.865665667071654,10.674831976740101,9.813705461672642,7.60216620270416,8.43149342481734,8.56971462850287,7.740387406389689,12.992793146439837,14.6514475906662,12.301687128012185,12.163465924326655,15.066111201722789,10.781253887471353,10.504811480100294,11.024232897127575,9.935419771485344,8.846606645843115,7.213386957379772,11.024232897127575,8.574403364432557,7.8938951609061645,8.846606645843115,12.249147663475084,11.160334537832854,8.302200083022,9.254911567958953,12.067756429767668,10.592808421684953,8.179257135731419,7.508826222966549,7.642912405519523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,6,Robo con violencia
1,8.427066595250848,6.713086948759151,4.856275665059811,7.855740046420282,8.427066595250848,9.998214604534903,7.141581860382075,8.427066595250848,8.56989823245849,7.141581860382075,8.855561506873773,6.8559185859667915,4.6351244109529395,7.725207351588232,7.865665667071654,6.882457458687698,9.129790506422456,1.5450414703176465,5.477874303853474,6.180165881270586,8.287040613521922,5.618332619336896,5.196957672886629,10.534373661256682,7.187502591647569,7.60216620270416,9.675484257987112,7.187502591647569,6.358175369534387,8.43149342481734,11.887023516955596,12.578129535383246,9.951926665358172,13.683899164867487,9.399041850616051,11.610581109584533,11.840842741359246,12.249147663475084,11.976944382064525,9.254911567958953,12.249147663475084,8.846606645843115,9.935419771485344,7.349488598085051,10.071521412190624,9.527114849369509,8.166098442316722,9.391013208664232,12.604101159979566,9.386032778708188,10.056463691473057,8.84968804849629,10.056463691473057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,7,Robo de vehículo
1,7.855740046420282,6.141760399928585,7.141581860382075,7.998571683627923,3.8564542046063206,7.712908409212641,5.71326548830566,8.56989823245849,7.570076772004999,7.570076772004999,7.427245134797357,6.998750223174433,4.213749464502672,3.932832833535827,4.494666095469517,3.370999571602138,2.5282496787016036,2.106874732251336,3.090082940635293,5.337415988370051,5.337415988370051,4.6351244109529395,3.651916202568983,3.370999571602138,4.561299721622496,4.423078517936966,3.5937512958237847,4.008414906880375,6.634617776905449,4.975963332679086,6.081732962163327,4.6995209253080255,4.975963332679086,6.911060184276509,5.667069351106737,4.008414906880375,6.532878753853377,3.5386426583372463,2.8581344548108527,4.083049221158361,4.627455783979476,4.7635574246847545,5.852370550326984,5.580167268916427,5.171862346800591,3.1303377362214104,4.355252502568918,6.532878753853377,3.7544131114832746,4.156671659142197,5.765705849777886,4.156671659142197,6.033878214883834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,8,Robo a casa habitación
1,1.5711480092840564,1.428316372076415,1.8568112836993393,1.2854847348687735,1.2854847348687735,0.8569898232458489,0.571326548830566,1.2854847348687735,1.2854847348687735,0.9998214604534904,0.7141581860382075,1.8568112836993393,0.8427498929005345,0.8427498929005345,0.9832082083839567,0.8427498929005345,0.8427498929005345,0.1404583154834224,0.5618332619336897,0.0,1.1236665238673793,0.702291577417112,1.404583154834224,1.404583154834224,1.6586544442263622,1.3822120368553017,1.9350968515974223,1.5204332405408318,1.9350968515974223,1.7968756479118924,2.9026452773961333,1.7968756479118924,0.8293272221131811,1.3822120368553017,0.9675484257987111,0.8293272221131811,0.9527114849369509,1.0888131256422295,1.2249147663475084,2.449829532695017,1.4971180477580657,0.9527114849369509,0.8166098442316722,1.7693213291686232,0.8166098442316722,2.5859311734002954,1.361016407052787,1.2249147663475084,1.2067756429767669,1.7431203731886633,1.7431203731886633,1.474948008082715,0.9386032778708187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,9,Robo de negocio
1,9.284056418496696,4.9991073022674515,5.998928762720943,6.284592037136226,7.998571683627923,8.141403320835565,6.5702553115515085,8.141403320835565,5.856097125513301,5.998928762720943,4.856275665059811,5.570433851098018,4.916041041919784,3.651916202568983,4.213749464502672,3.51145788708556,4.07329114901925,1.685499785801069,2.106874732251336,3.7923745180524056,4.6351244109529395,3.7923745180524056,4.775582726436362,6.601540827720854,4.423078517936966,4.008414906880375,5.114184536364617,5.252405740050147,4.6995209253080255,8.155051017446281,7.049281387962038,5.528848147421207,6.911060184276509,8.29327222113181,7.740387406389689,4.423078517936966,4.627455783979476,4.355252502568918,3.8108459397478036,2.8581344548108527,4.7635574246847545,4.627455783979476,4.21915086186364,5.171862346800591,5.035760706095312,5.852370550326984,4.21915086186364,5.171862346800591,4.5589302068011195,2.6817236510594817,2.94989601616543,2.547637468506508,3.7544131114832746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,10,Robo a transeúnte total
1,0.42849491162292447,0.571326548830566,0.1428316372076415,0.42849491162292447,0.571326548830566,0.571326548830566,0.7141581860382075,0.285663274415283,0.0,0.285663274415283,0.42849491162292447,0.1428316372076415,0.1404583154834224,0.2809166309668448,0.8427498929005345,0.702291577417112,0.2809166309668448,0.1404583154834224,0.8427498929005345,0.42137494645026724,1.2641248393508018,0.9832082083839567,0.702291577417112,0.2809166309668448,0.13822120368553018,0.8293272221131811,0.5528848147421207,0.41466361105659055,0.41466361105659055,0.8293272221131811,0.9675484257987111,0.13822120368553018,0.9675484257987111,0.8293272221131811,0.6911060184276508,0.41466361105659055,0.5444065628211148,0.1361016407052787,0.8166098442316722,0.2722032814105574,1.361016407052787,0.4083049221158361,0.5444065628211148,0.5444065628211148,0.5444065628211148,1.2249147663475084,1.2249147663475084,0.5444065628211148,1.3408618255297409,0.9386032778708187,0.8045170953178445,0.8045170953178445,1.2067756429767669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,11,Violación
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1404583154834224,0.1404583154834224,0.0,0.1404583154834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13822120368553018,0.0,0.0,0.0,0.0,0.1361016407052787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,12,Trata de personas
1,0.7141581860382075,2.7138011069451884,3.2851276557757543,1.428316372076415,3.142296018568113,0.8569898232458489,2.1424745581146225,1.9996429209069808,2.1424745581146225,2.285306195322264,0.9998214604534904,1.428316372076415,1.9664164167679135,3.090082940635293,2.5282496787016036,3.090082940635293,1.8259581012844914,0.2809166309668448,2.6687079941850254,1.685499785801069,1.5450414703176465,0.9832082083839567,0.8427498929005345,2.2473330477347586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083049221158361,0.6805082035263935,0.8166098442316722,3.6747442990425254,3.2664393769266886,2.5859311734002954,2.177626251284459,3.5386426583372463,3.4025410176319673,3.6747442990425254,2.9942360955161313,3.1303377362214104,4.961188754460042,5.22936111956599,7.374740040413575,6.302050579989783,6.167964397436808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,13,Narcomenudeo
2,2.043201451490311,0.6129604354470933,1.0216007257451556,1.83888130634128,0.6129604354470933,0.4086402902980622,0.6129604354470933,1.0216007257451556,0.8172805805961244,0.4086402902980622,1.4302410160432177,1.0216007257451556,0.604481626780954,0.604481626780954,1.0074693779682566,0.8059755023746052,1.6119510047492105,0.2014938755936513,1.0074693779682566,0.2014938755936513,0.2014938755936513,0.604481626780954,0.604481626780954,0.8059755023746052,0.198683522976756,1.192101137860536,0.397367045953512,0.794734091907024,0.794734091907024,0.0,0.794734091907024,0.397367045953512,0.794734091907024,0.397367045953512,0.596050568930268,0.596050568930268,0.9795144351042301,0.587708661062538,0.7836115480833842,0.587708661062538,1.5672230961667684,0.587708661062538,0.7836115480833842,1.175417322125076,0.7836115480833842,0.19590288702084604,0.9795144351042301,0.19590288702084604,0.19316280920536685,0.5794884276161005,0.7726512368214674,0.9658140460268342,0.9658140460268342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,1,Homicidio doloso
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198683522976756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19590288702084604,0.0,0.0,0.19590288702084604,0.3918057740416921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19316280920536685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,2,Feminicidio
2,0.8172805805961244,0.2043201451490311,0.6129604354470933,0.6129604354470933,0.6129604354470933,0.8172805805961244,0.6129604354470933,0.6129604354470933,0.4086402902980622,0.4086402902980622,0.2043201451490311,1.0216007257451556,0.4029877511873026,0.2014938755936513,0.604481626780954,0.4029877511873026,0.8059755023746052,0.8059755023746052,0.0,0.604481626780954,0.2014938755936513,0.604481626780954,0.4029877511873026,1.0074693779682566,0.198683522976756,0.99341761488378,1.390784660837292,0.794734091907024,0.596050568930268,1.390784660837292,1.390784660837292,1.589468183814048,0.397367045953512,1.390784660837292,1.192101137860536,0.596050568930268,0.587708661062538,1.5672230961667684,0.9795144351042301,0.587708661062538,0.19590288702084604,0.3918057740416921,0.7836115480833842,0.0,0.7836115480833842,1.7631259831876143,0.3918057740416921,0.9795144351042301,0.3863256184107337,0.7726512368214674,0.5794884276161005,1.158976855232201,1.7384652828483016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,3,Homicidio culposo
2,0.0,0.0,0.4086402902980622,0.0,0.0,0.2043201451490311,0.0,0.0,0.0,0.0,0.2043201451490311,0.0,0.4029877511873026,0.0,0.0,0.0,0.0,0.2014938755936513,0.0,0.0,0.2014938755936513,0.0,0.2014938755936513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198683522976756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19590288702084604,0.0,0.0,0.19590288702084604,0.7836115480833842,0.0,0.0,0.19590288702084604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,4,Secuestro
2,0.2043201451490311,0.6129604354470933,0.2043201451490311,0.2043201451490311,0.6129604354470933,0.0,0.0,0.6129604354470933,0.0,0.2043201451490311,0.4086402902980622,0.4086402902980622,0.604481626780954,0.604481626780954,0.4029877511873026,0.8059755023746052,0.8059755023746052,0.2014938755936513,0.4029877511873026,0.2014938755936513,0.2014938755936513,1.0074693779682566,1.0074693779682566,0.4029877511873026,0.596050568930268,0.198683522976756,0.198683522976756,0.198683522976756,0.596050568930268,0.794734091907024,0.397367045953512,0.397367045953512,0.198683522976756,0.794734091907024,0.198683522976756,0.397367045953512,0.3918057740416921,0.587708661062538,0.587708661062538,0.587708661062538,0.19590288702084604,0.7836115480833842,1.175417322125076,0.587708661062538,0.3918057740416921,0.7836115480833842,0.3918057740416921,0.587708661062538,0.0,0.19316280920536685,0.5794884276161005,0.19316280920536685,0.9658140460268342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,5,Extorsión
2,2.043201451490311,2.6561618869374044,3.0648021772354666,4.699363338427716,2.8604820320864355,3.8820827578315913,2.4518417417883733,2.4518417417883733,3.2691223223844976,3.0648021772354666,3.8820827578315913,2.2475215966393423,2.8209142583111184,2.417926507123816,3.02240813390477,2.417926507123816,2.0149387559365133,1.4104571291555592,1.208963253561908,1.4104571291555592,2.8209142583111184,2.6194203827174674,2.8209142583111184,2.8209142583111184,3.774986936558365,3.774986936558365,2.5828857986978284,1.98683522976756,3.774986936558365,2.5828857986978284,4.1723539825118765,3.774986936558365,1.98683522976756,3.774986936558365,3.178936367628096,2.781569321674584,3.330349079354382,2.9385433053126904,1.7631259831876143,2.546737531270998,3.330349079354382,2.9385433053126904,1.5672230961667684,2.546737531270998,3.330349079354382,2.1549317572293063,2.7426404182918445,2.7426404182918445,2.1247909012590354,1.9316280920536684,2.8974421380805024,2.8974421380805024,3.2837677564912364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,6,Robo con violencia
2,6.333924499619965,3.2691223223844976,2.8604820320864355,2.6561618869374044,2.8604820320864355,4.903683483576747,1.83888130634128,2.8604820320864355,3.8820827578315913,3.67776261268256,3.473442467533529,2.6561618869374044,4.029877511873027,4.029877511873027,4.835853014247632,3.6268897606857244,2.216432631530165,2.6194203827174674,1.208963253561908,1.8134448803428622,2.6194203827174674,2.216432631530165,2.0149387559365133,1.0074693779682566,3.178936367628096,2.98025284465134,2.384202275721072,1.390784660837292,3.5763034135816083,2.384202275721072,3.178936367628096,4.9670880744189,4.1723539825118765,3.774986936558365,3.3776198906048522,3.178936367628096,3.722154853396075,2.7426404182918445,3.1344461923335367,4.505766401479458,2.546737531270998,1.9590288702084602,2.350834644250152,3.9180577404169203,2.7426404182918445,4.113960627437766,3.5262519663752285,3.5262519663752285,2.317953710464402,4.635907420928804,5.022233039339538,3.2837677564912364,3.67009337490197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,7,Robo de vehículo
2,4.086402902980622,6.129604354470933,5.312323773874809,5.720964064172871,3.67776261268256,4.4950431932786845,5.720964064172871,4.699363338427716,5.51664391902384,4.903683483576747,5.720964064172871,4.699363338427716,6.04481626780954,6.04481626780954,2.6194203827174674,3.4253958850920725,3.6268897606857244,1.8134448803428622,2.417926507123816,2.8209142583111184,3.6268897606857244,2.0149387559365133,3.02240813390477,1.8134448803428622,2.781569321674584,3.178936367628096,1.390784660837292,2.5828857986978284,2.1855187527443163,2.1855187527443163,3.178936367628096,1.589468183814048,4.569721028465389,2.781569321674584,2.98025284465134,1.589468183814048,2.350834644250152,2.7426404182918445,2.1549317572293063,1.5672230961667684,1.7631259831876143,1.5672230961667684,2.1549317572293063,3.9180577404169203,2.9385433053126904,2.1549317572293063,2.350834644250152,3.330349079354382,3.0906049472858697,1.3521396644375678,2.1247909012590354,1.9316280920536684,3.0906049472858697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,8,Robo a casa habitación
2,0.8172805805961244,0.2043201451490311,0.4086402902980622,0.6129604354470933,0.2043201451490311,0.2043201451490311,0.0,0.4086402902980622,1.0216007257451556,0.2043201451490311,0.4086402902980622,0.4086402902980622,0.604481626780954,0.8059755023746052,0.0,0.604481626780954,1.0074693779682566,0.604481626780954,0.0,0.2014938755936513,0.0,0.2014938755936513,1.4104571291555592,0.8059755023746052,0.198683522976756,0.198683522976756,0.0,0.794734091907024,0.99341761488378,0.596050568930268,1.390784660837292,0.0,0.0,1.192101137860536,1.192101137860536,0.397367045953512,0.3918057740416921,0.3918057740416921,0.19590288702084604,0.19590288702084604,0.3918057740416921,0.3918057740416921,0.587708661062538,0.19590288702084604,0.19590288702084604,0.3918057740416921,0.3918057740416921,0.19590288702084604,0.3863256184107337,0.3863256184107337,0.0,0.5794884276161005,0.3863256184107337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,9,Robo de negocio
2,1.83888130634128,1.4302410160432177,2.2475215966393423,2.043201451490311,2.4518417417883733,1.0216007257451556,1.2259208708941867,2.4518417417883733,2.043201451490311,2.4518417417883733,1.6345611611922488,1.4302410160432177,1.0074693779682566,1.6119510047492105,1.4104571291555592,2.0149387559365133,1.208963253561908,0.604481626780954,1.0074693779682566,0.4029877511873026,0.8059755023746052,0.4029877511873026,0.8059755023746052,1.8134448803428622,2.1855187527443163,2.1855187527443163,2.384202275721072,1.390784660837292,2.384202275721072,1.589468183814048,0.794734091907024,1.7881517067908042,1.192101137860536,1.192101137860536,2.1855187527443163,0.99341761488378,0.7836115480833842,2.1549317572293063,0.7836115480833842,0.9795144351042301,1.7631259831876143,0.9795144351042301,0.19590288702084604,1.7631259831876143,1.175417322125076,1.3713202091459222,0.7836115480833842,0.587708661062538,0.5794884276161005,0.3863256184107337,0.0,0.9658140460268342,1.3521396644375678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,10,Robo a transeúnte total
2,1.4302410160432177,0.6129604354470933,1.2259208708941867,0.8172805805961244,1.2259208708941867,1.4302410160432177,0.8172805805961244,0.4086402902980622,0.6129604354470933,0.8172805805961244,0.8172805805961244,1.4302410160432177,0.4029877511873026,0.604481626780954,0.4029877511873026,1.208963253561908,0.604481626780954,0.8059755023746052,0.8059755023746052,0.604481626780954,0.8059755023746052,0.8059755023746052,1.0074693779682566,1.0074693779682566,0.596050568930268,0.596050568930268,0.596050568930268,0.794734091907024,1.192101137860536,1.7881517067908042,0.596050568930268,0.198683522976756,1.192101137860536,0.596050568930268,0.794734091907024,0.198683522976756,0.19590288702084604,0.19590288702084604,0.3918057740416921,0.3918057740416921,0.19590288702084604,0.7836115480833842,0.9795144351042301,0.587708661062538,0.19590288702084604,0.9795144351042301,0.19590288702084604,0.3918057740416921,0.5794884276161005,0.9658140460268342,0.5794884276161005,0.3863256184107337,0.9658140460268342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,11,Violación
2,0.0,0.0,0.0,0.2043201451490311,0.0,0.2043201451490311,0.0,0.2043201451490311,0.0,0.0,0.0,0.0,0.0,0.2014938755936513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198683522976756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198683522976756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19316280920536685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,12,Trata de personas
2,4.290723048129653,4.4950431932786845,5.9252842093219025,6.333924499619965,3.8820827578315913,3.67776261268256,4.290723048129653,3.8820827578315913,4.086402902980622,5.108003628725777,4.699363338427716,3.0648021772354666,2.216432631530165,4.029877511873027,3.223902009498421,3.02240813390477,6.04481626780954,3.223902009498421,2.8209142583111184,7.253779521371449,6.447804018996842,4.634359138653981,7.65676727255875,7.052285645777796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175417322125076,0.9795144351042301,0.19590288702084604,0.587708661062538,2.546737531270998,1.9590288702084602,1.175417322125076,1.5672230961667684,0.7836115480833842,1.7631259831876143,0.9795144351042301,0.587708661062538,0.7726512368214674,1.3521396644375678,1.158976855232201,1.3521396644375678,0.7726512368214674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,II,13,Narcomenudeo
3,0.6852528560196951,0.6852528560196951,0.5025187610811097,0.7309363797543414,0.7309363797543414,0.5938858085504024,0.5938858085504024,0.3654681898771707,0.6852528560196951,0.5482022848157561,0.5482022848157561,0.3197846661425244,0.5841685820655752,0.3594883581942001,0.5392325372913002,0.6291046268398502,0.44936044774275014,0.3594883581942001,0.44936044774275014,0.3594883581942001,1.0335290298083253,0.6740406716141252,0.40442440296847515,0.44936044774275014,0.13268412465408144,0.6191925817190467,0.4422804155136048,0.3538243324108838,0.4422804155136048,0.2653682493081629,0.30959629085952334,0.3538243324108838,0.30959629085952334,0.5307364986163258,0.4422804155136048,0.3538243324108838,0.5662205864738613,0.5662205864738613,0.43555429728758566,0.6533314459313784,0.7404423053888955,0.3048880081013099,0.6097760162026198,0.8275531648464127,0.39199886755882707,0.696886875660137,0.8275531648464127,0.7404423053888955,0.7295579994318031,0.9012187051804625,0.8153883523061329,0.9441338816176275,0.772473175868968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,III,1,Homicidio doloso
