num,region,ordendelitos,Delitos,ene2015,feb2015,mar2015,abr2015,may2015,jun2015,jul2015,ago2015,sep2015,oct2015,nov2015,dic2015,ene2016,feb2016,mar2016,abr2016,may2016,jun2016,jul2016,ago2016,sep2016,oct2016,nov2016,dic2016,ene2017,feb2017,mar2017,abr2017,may2017,jun2017,jul2017,ago2017,sep2017,oct2017,nov2017,dic2017,ene2018,feb2018,mar2018,abr2018,may2018,jun2018,jul2018,ago2018,sep2018,oct2018,nov2018,dic2018,ene2019,feb2019,mar2019,abr2019,may2019,jun2019,jul2019,ago2019,sep2019,oct2019,nov2019,dic2019
6,VI,6,Robo con violencia,412.0,384.0,388.0,373.0,330.0,401.0,384.0,395.0,415.0,381.0,395.0,404.0,371.0,420.0,394.0,413.0,396.0,310.0,302.0,445.0,527.0,604.0,574.0,599.0,758.0,570.0,494.0,395.0,555.0,612.0,704.0,844.0,834.0,929.0,853.0,781.0,784.0,597.0,610.0,594.0,671.0,628.0,703.0,903.0,850.0,844.0,883.0,882.0,892.0,798.0,880.0,803.0,966.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VI,7,Robo de vehículo,458.0,418.0,437.0,375.0,417.0,466.0,462.0,556.0,478.0,501.0,488.0,483.0,469.0,516.0,545.0,541.0,546.0,392.0,372.0,388.0,390.0,398.0,413.0,439.0,421.0,370.0,388.0,353.0,441.0,459.0,493.0,592.0,547.0,581.0,517.0,533.0,561.0,486.0,511.0,590.0,659.0,574.0,656.0,703.0,671.0,723.0,704.0,680.0,699.0,569.0,559.0,496.0,557.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VI,8,Robo a casa habitación,111.0,83.0,99.0,128.0,69.0,57.0,85.0,62.0,51.0,53.0,66.0,64.0,67.0,31.0,61.0,74.0,39.0,43.0,83.0,110.0,131.0,141.0,141.0,118.0,98.0,100.0,59.0,45.0,67.0,82.0,83.0,102.0,116.0,129.0,95.0,104.0,106.0,61.0,81.0,94.0,82.0,82.0,89.0,127.0,110.0,91.0,106.0,125.0,106.0,111.0,102.0,106.0,126.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VI,9,Robo de negocio,62.0,62.0,66.0,53.0,49.0,47.0,38.0,48.0,37.0,42.0,34.0,38.0,26.0,45.0,28.0,32.0,40.0,22.0,26.0,18.0,80.0,71.0,65.0,74.0,133.0,79.0,55.0,48.0,38.0,59.0,88.0,80.0,96.0,100.0,75.0,70.0,88.0,51.0,48.0,52.0,48.0,39.0,56.0,123.0,132.0,142.0,134.0,117.0,93.0,98.0,123.0,124.0,162.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VI,10,Robo a transeúnte total,166.0,155.0,166.0,171.0,141.0,208.0,177.0,154.0,192.0,166.0,152.0,161.0,153.0,157.0,174.0,148.0,189.0,141.0,105.0,144.0,230.0,247.0,278.0,304.0,246.0,290.0,185.0,159.0,215.0,225.0,293.0,376.0,354.0,407.0,349.0,325.0,354.0,205.0,174.0,188.0,199.0,198.0,215.0,260.0,238.0,257.0,270.0,278.0,286.0,277.0,274.0,302.0,384.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VI,11,Violación,6.0,5.0,16.0,15.0,10.0,7.0,17.0,13.0,13.0,19.0,28.0,20.0,17.0,31.0,23.0,27.0,37.0,20.0,22.0,31.0,32.0,32.0,22.0,26.0,17.0,26.0,25.0,25.0,26.0,35.0,30.0,25.0,26.0,34.0,30.0,17.0,16.0,29.0,21.0,25.0,28.0,19.0,26.0,27.0,36.0,39.0,32.0,28.0,25.0,24.0,34.0,23.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VI,12,Trata de personas,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VI,13,Narcomenudeo,129.0,93.0,98.0,117.0,95.0,69.0,80.0,86.0,99.0,98.0,73.0,78.0,63.0,84.0,63.0,76.0,85.0,49.0,20.0,51.0,44.0,48.0,73.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,9.0,20.0,11.0,22.0,30.0,13.0,21.0,24.0,25.0,24.0,20.0,44.0,22.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,1,Homicidio doloso,67.0,59.0,74.0,76.0,80.0,77.0,67.0,70.0,80.0,65.0,67.0,78.0,72.0,53.0,75.0,72.0,61.0,70.0,55.0,61.0,60.0,62.0,61.0,75.0,70.0,59.0,66.0,77.0,77.0,65.0,54.0,56.0,62.0,67.0,66.0,83.0,72.0,60.0,71.0,65.0,72.0,60.0,84.0,68.0,83.0,99.0,60.0,78.0,90.0,83.0,76.0,78.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,2,Feminicidio,5.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,5.0,4.0,8.0,7.0,4.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,3,Homicidio culposo,45.0,26.0,26.0,32.0,27.0,16.0,14.0,25.0,28.0,9.0,26.0,26.0,22.0,28.0,26.0,30.0,28.0,38.0,3.0,14.0,25.0,39.0,25.0,35.0,38.0,21.0,30.0,32.0,27.0,15.0,24.0,24.0,31.0,35.0,24.0,33.0,25.0,13.0,18.0,14.0,19.0,15.0,15.0,12.0,23.0,17.0,17.0,27.0,24.0,23.0,29.0,29.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,4,Secuestro,9.0,5.0,3.0,5.0,7.0,8.0,4.0,4.0,6.0,3.0,8.0,10.0,5.0,3.0,13.0,13.0,4.0,11.0,11.0,5.0,4.0,5.0,10.0,6.0,2.0,4.0,6.0,1.0,4.0,5.0,8.0,8.0,2.0,6.0,5.0,6.0,2.0,7.0,4.0,2.0,1.0,2.0,4.0,5.0,3.0,1.0,6.0,8.0,7.0,4.0,3.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,5,Extorsión,18.0,23.0,25.0,23.0,24.0,19.0,12.0,9.0,12.0,14.0,11.0,13.0,13.0,11.0,24.0,26.0,14.0,27.0,40.0,35.0,42.0,48.0,35.0,40.0,21.0,27.0,37.0,25.0,36.0,35.0,31.0,32.0,20.0,32.0,33.0,20.0,16.0,30.0,22.0,34.0,24.0,27.0,43.0,46.0,27.0,55.0,57.0,46.0,55.0,50.0,53.0,39.0,59.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,6,Robo con violencia,1410.0,1295.0,1424.0,1357.0,1581.0,1499.0,1352.0,1356.0,1419.0,1439.0,1547.0,1270.0,1119.0,1357.0,1624.0,1438.0,1455.0,1189.0,1360.0,1811.0,2142.0,2194.0,2193.0,2309.0,2604.0,2152.0,2203.0,1940.0,2300.0,2667.0,2706.0,2910.0,2794.0,3222.0,3156.0,2885.0,2890.0,1934.0,1979.0,2006.0,2290.0,2084.0,2162.0,2451.0,2237.0,2571.0,2602.0,2759.0,2740.0,2237.0,2576.0,2489.0,3119.0,2768.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,7,Robo de vehículo,1674.0,1545.0,1669.0,1574.0,1642.0,1584.0,1443.0,1648.0,1686.0,1676.0,1823.0,1538.0,1310.0,1572.0,1841.0,1689.0,1667.0,1335.0,1145.0,1140.0,1248.0,1178.0,1171.0,1172.0,1179.0,1184.0,1261.0,1167.0,1231.0,1334.0,1440.0,1716.0,1655.0,1832.0,1751.0,1677.0,1754.0,1612.0,1675.0,1720.0,1785.0,1758.0,1674.0,1768.0,1531.0,1621.0,1572.0,1557.0,1597.0,1321.0,1650.0,1449.0,1894.0,1512.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,8,Robo a casa habitación,103.0,76.0,54.0,61.0,62.0,52.0,60.0,49.0,45.0,41.0,32.0,42.0,47.0,35.0,44.0,38.0,56.0,53.0,150.0,124.0,139.0,167.0,144.0,168.0,139.0,129.0,130.0,147.0,180.0,161.0,218.0,207.0,187.0,191.0,223.0,233.0,197.0,109.0,187.0,199.0,179.0,172.0,230.0,215.0,177.0,218.0,232.0,226.0,217.0,186.0,222.0,215.0,206.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,9,Robo de negocio,69.0,64.0,72.0,46.0,85.0,47.0,47.0,48.0,45.0,41.0,31.0,36.0,40.0,46.0,45.0,33.0,36.0,34.0,50.0,67.0,254.0,206.0,169.0,223.0,324.0,245.0,249.0,225.0,246.0,313.0,309.0,327.0,315.0,380.0,363.0,358.0,361.0,152.0,128.0,138.0,165.0,112.0,155.0,292.0,315.0,389.0,427.0,362.0,346.0,272.0,319.0,336.0,475.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,10,Robo a transeúnte total,327.0,335.0,400.0,406.0,421.0,449.0,398.0,305.0,355.0,368.0,358.0,297.0,261.0,320.0,413.0,372.0,371.0,297.0,336.0,492.0,759.0,796.0,948.0,1131.0,903.0,925.0,925.0,855.0,1069.0,1179.0,1255.0,1340.0,1285.0,1508.0,1441.0,1205.0,1202.0,642.0,649.0,696.0,855.0,712.0,712.0,815.0,758.0,951.0,970.0,1059.0,982.0,764.0,751.0,929.0,1115.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,11,Violación,31.0,36.0,31.0,47.0,39.0,33.0,25.0,44.0,43.0,31.0,48.0,50.0,43.0,65.0,49.0,61.0,66.0,58.0,50.0,51.0,43.0,67.0,64.0,54.0,54.0,50.0,55.0,50.0,65.0,75.0,49.0,63.0,71.0,78.0,56.0,59.0,41.0,45.0,47.0,64.0,59.0,45.0,51.0,37.0,70.0,69.0,53.0,41.0,49.0,58.0,58.0,58.0,71.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,12,Trata de personas,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,VII,13,Narcomenudeo,78.0,110.0,138.0,190.0,207.0,198.0,207.0,208.0,190.0,193.0,166.0,139.0,117.0,122.0,115.0,144.0,175.0,138.0,79.0,204.0,157.0,188.0,206.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,51.0,66.0,86.0,76.0,66.0,94.0,66.0,58.0,57.0,43.0,55.0,78.0,65.0,66.0,108.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,1,Homicidio doloso,13.0,13.0,17.0,16.0,10.0,17.0,14.0,12.0,14.0,21.0,9.0,10.0,13.0,11.0,9.0,13.0,14.0,12.0,10.0,9.0,9.0,18.0,10.0,14.0,14.0,13.0,12.0,9.0,14.0,12.0,17.0,11.0,16.0,10.0,8.0,14.0,7.0,11.0,15.0,12.0,13.0,15.0,17.0,19.0,17.0,19.0,16.0,19.0,20.0,14.0,17.0,15.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,2,Feminicidio,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,3,Homicidio culposo,15.0,6.0,3.0,0.0,1.0,4.0,1.0,3.0,2.0,2.0,7.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,5.0,5.0,3.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,4,Secuestro,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,2.0,3.0,3.0,0.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,5,Extorsión,5.0,6.0,10.0,13.0,4.0,2.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,2.0,3.0,6.0,3.0,4.0,4.0,2.0,4.0,6.0,5.0,5.0,4.0,2.0,7.0,2.0,6.0,3.0,0.0,3.0,7.0,13.0,11.0,14.0,13.0,17.0,14.0,12.0,17.0,6.0,13.0,17.0,21.0,17.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,6,Robo con violencia,203.0,258.0,224.0,168.0,201.0,173.0,160.0,141.0,197.0,159.0,209.0,180.0,171.0,154.0,163.0,129.0,131.0,129.0,64.0,95.0,135.0,141.0,153.0,112.0,163.0,96.0,88.0,107.0,120.0,126.0,145.0,188.0,169.0,189.0,166.0,177.0,199.0,173.0,292.0,377.0,355.0,287.0,315.0,360.0,389.0,402.0,403.0,394.0,421.0,357.0,345.0,347.0,328.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,7,Robo de vehículo,369.0,360.0,335.0,279.0,329.0,296.0,290.0,259.0,310.0,237.0,277.0,244.0,215.0,292.0,269.0,252.0,211.0,180.0,217.0,246.0,247.0,226.0,204.0,198.0,190.0,153.0,159.0,189.0,206.0,274.0,324.0,294.0,298.0,338.0,303.0,327.0,366.0,339.0,375.0,351.0,334.0,292.0,347.0,281.0,305.0,283.0,285.0,293.0,234.0,235.0,268.0,222.0,225.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,8,Robo a casa habitación,19.0,39.0,29.0,13.0,8.0,9.0,3.0,5.0,17.0,18.0,24.0,26.0,15.0,8.0,7.0,6.0,3.0,8.0,4.0,7.0,6.0,2.0,11.0,2.0,5.0,1.0,6.0,5.0,7.0,7.0,1.0,11.0,7.0,17.0,8.0,3.0,14.0,4.0,51.0,63.0,35.0,36.0,40.0,63.0,59.0,60.0,63.0,52.0,58.0,38.0,61.0,43.0,43.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,9,Robo de negocio,8.0,7.0,17.0,12.0,17.0,11.0,5.0,8.0,8.0,17.0,28.0,13.0,16.0,12.0,12.0,10.0,4.0,7.0,0.0,2.0,3.0,4.0,9.0,1.0,5.0,3.0,4.0,4.0,7.0,9.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,20.0,48.0,38.0,28.0,42.0,65.0,59.0,81.0,85.0,66.0,59.0,62.0,71.0,55.0,66.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,10,Robo a transeúnte total,58.0,98.0,64.0,46.0,24.0,25.0,22.0,25.0,43.0,60.0,101.0,82.0,81.0,52.0,27.0,12.0,27.0,32.0,3.0,8.0,12.0,10.0,23.0,26.0,27.0,17.0,18.0,24.0,25.0,16.0,32.0,54.0,52.0,49.0,47.0,43.0,47.0,23.0,97.0,146.0,155.0,120.0,126.0,138.0,155.0,179.0,159.0,176.0,159.0,123.0,135.0,158.0,138.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,11,Violación,19.0,12.0,10.0,19.0,21.0,15.0,14.0,15.0,17.0,14.0,12.0,10.0,11.0,17.0,21.0,18.0,17.0,16.0,19.0,18.0,13.0,18.0,18.0,16.0,20.0,5.0,12.0,17.0,19.0,16.0,9.0,9.0,15.0,15.0,15.0,9.0,9.0,5.0,10.0,17.0,12.0,13.0,20.0,16.0,18.0,16.0,10.0,18.0,22.0,10.0,18.0,19.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,12,Trata de personas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,VIII,13,Narcomenudeo,18.0,31.0,26.0,33.0,31.0,29.0,31.0,27.0,29.0,30.0,28.0,33.0,32.0,23.0,27.0,24.0,34.0,24.0,19.0,21.0,25.0,25.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,3.0,0.0,5.0,14.0,6.0,10.0,8.0,21.0,22.0,19.0,20.0,24.0,18.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
